entity,total_mentions,doc_freq
나너의얼굴은온통……잘생기고는이세상에없는계절이다,2,1
고래와수증기,2,1
어린이,2,1
누군가창문을조용히두드리다간밤,2,1
코코로지CocoRosie의유령,2,1
하루도새가떨어지지않는하늘이없다,2,1
김추자에게보내는연서,2,1
후지산으로간사람들,2,2
부드럽고딱딱한토슈즈,2,2
니노셋게르미타바샤제르니고코티카,2,2
똥색혹은쥐색,2,2
몬도카네,2,2
아나키스트,2,2
피터래빗저격사건,2,2
독수리오형제,2,1
새들은하늘을자유롭게풀어놓고,2,1
나의침울한소중한이여,2,1
리스본行야간열차力,2,1
기린,2,1
고양이키우기,2,1
얼음시집,2,2
기억들,2,2
마징가Z,2,1
어느유년에불었던휘파람을지금창가에와서부는바람으로다시보는일,2,1
너무오래머물렀을때,2,2
알쏭달쏭소녀백과사전,2,2
달의코르크마개가열릴때까지,2,2
에로틱파괴어린빌리지,2,2
환상통,2,1
빵과포도주,2,2
나의우울한모던보이,2,2
먼생,2,2
미래파一2005년젊은시인들,2,2
트랜스크리틱,2,2
리토피아,2,2
전복을전복하는전복,2,2
근하신년-코끼리군의엽서,2,2
들뢰즈-존재의함성,2,1
검은바지의밤,2,2
밤의피치카토,2,2
병속의좀길앞잡이,2,1
절벽,2,2
내잠속의모래산,2,2
작가세계,2,2
일곱개의단어로된사전,2,2
기억이동장치,2,2
화남풍경,2,1
즐거운가소년이여?,2,1
후르츠캔디버스,2,2
웨이트리스,2,1
귀신이야기,2,2
방독면,2,1
우주괴물,2,1
폭우,2,1
천개의고원,2,1
환상과향유,2,1
신체와문체,2,2
이상시의계보,2,2
기억의계단,2,2
103번국도,2,1
동시에,2,1
피의일요일,2,1
공놀이,2,1
내가그린기린그림기림,2,1
김예슬선언,2,1
광대소녀의거꾸로도는지구,2,1
微分,2,1
나의'완전한나를찾아서,2,1
안국동울음상점,2,1
동방프로젝트,2,1
셔벗랜드흔적도없이사라져버릴,2,1
시와사람,2,1
카이로스의문학,2,1
서민생존헌장,2,1
외로운날의창세기,2,1
쌍봉낙타의꿈,2,1
무감도,2,1
오감도,2,1
맨발,2,1
거꾸로선꿈을위하여2,2,2
행복한서정시불행한서정시,2,1
고비,2,1
말놀이동시집,2,1
초심,2,1
간장달이는냄새가진동하는저녁,2,1
몽해항로,2,2
인파이터,2,1
상사의놀이들,2,1
곰뱀매거진18호,2,2
출판저널,2,1
곰곰,2,2
젖이라는이름의좆,2,2
경진이네一거미집,2,1
내일은프로,2,2
철학적접근,2,1
외계,2,1
나는이세상에없는말의소요들,2,1
파이돈―가늘어진다는것에대해서,2,1
사진에관하여,2,1
S/Z,2,1
아입이없는것들,2,1
래여애반다라,2,1
2005년젊은시인들,2,1
사람과사람사이의신호,2,1
입속의검은혀,2,1
빈집,2,1
탐진강1,2,1
오트쿠튀르,2,1
비유를넘어차원약동을구축하기,2,1
식탐,2,1
유년의전설,2,1
애인은고기를사고,2,1
연출의변,2,1
멜랑콜리호두파이,2,1
걸음의공식,2,1
비평의역사,2,1
시학입문,2,2
사랑예찬,2,2
법률,2,1
자끄랑씨에르와Chtodelat대담:폭발을기대해선안돼요,2,1
공공도큐멘트,2,1
야생의꽃,2,1
칼과칸나꽃,2,1
지옥처럼낯선,2,1
반대쪽천국,2,1
어둠과설탕,2,1
국외자들,2,1
저녁을굶은달을본적이있다,2,1
달안을걷다,2,1
기찬딸,2,1
평일의고해,2,1
종이는나무의유전자를갖고있다,2,1
눈사람이눈사람이되는동안,2,1
물빛의시계,2,1
부서지기쉬운배,2,1
외상일기,1,1
화장실앞에서밥을먹다,1,1
패배는나의힘,1,1
쇳소리,1,1
참꼬막,1,1
고향의달,1,1
아시아계한국인들,1,1
국경없는공장,1,1
성형,1,1
귀환,1,1
손발가락,1,1
빙판길,1,1
코시안리44,1,1
코시안리6,1,1
아시아의국경,1,1
월간문학,1,1
순간시마에들리다,1,1
칼날위에서다,1,1
논쟁비평의응전,1,1
제주인의혼불,1,1
탈식민주의를넘어서,1,1
주례사비평을넘어서,1,1
천년의시작,1,1
밤마다축제,1,1
어제,1,1
혜혜혜혜혜혜,1,1
오래된자궁,1,1
강꿈,1,1
노래륙위한흐물거리는각주,1,1
우물,1,1
뒤집어진길,1,1
마음속폐가한채,1,1
너는자전거흘탄다,1,1
어느날아침,1,1
어두운술집들의거리,1,1
노래홀위한흐물거리는각주,1,1
잘접어만든종이인형처럼,1,1
뱀사람2,1,1
즐거운식사,1,1
납치_,1,1
계간문학평,1,1
다음날,1,1
사건현장,1,1
떨어진사람,1,1
누구세요?,1,1
공중전과문학,1,1
갈림길에선한국시와시비평,1,1
한국장편소설의미래를열자,1,1
한국문학세계와소통하는길,1,1
장르문학과한국문학,1,1
문학이란무엇인가,1,1
우리시대문학/담론이묻는것,1,1
문학의정치성을다시묻는다,1,1
꽃들은세상을버리고-다른서정들,1,1
한국소설장편으로진화하라,1,1
한겨레신문,1,1
효자동이발사,1,1
그때그사람들,1,1
2000년대젊은세대의소설그증상,1,1
우리시대의새로운인간학,1,1
측생시체자동인형-2000년대젊은작가들의소설에등장한캐릭터와신인류학,1,1
한국문학과하위문화적상상력,1,1
길위의인생-이동탈출유목,1,1
우리시대의새로운빈곤새로운소설,1,1
민주화이후의문학과문화,1,1
이론의현실현실의이론,1,1
폭력의성찰,1,1
우리는누구인가?,1,1
한국문학의과잉과결핍,1,1
소설존재윤리,1,1
감각적인것과정치적인것,1,1
역설의생산:문학성에대한성찰2009,1,1
소설과정치:소설은무엇을할수있는가에대한단상,1,1
미래의작7］들,1,1
선제에서공감의비평으로,1,1
미래의작가들,1,1
다시미학과정치를사유하다,1,1
재난의시대파국의상상력,1,1
표3,1,1
SOlO년대한국문학을위하여2',1,1
다시장편소설을말한다,1,1
고달프고억울한사람들과우리시대의문학,1,1
한국문학다시현실을묻는다',1,1
이작가를보라一젊은비평가8인의선택,1,1
우리시대서사의현황,1,1
오늘의한국시무엇을이야기할까,1,1
지금비평이란무엇인가,1,1
미학적진보와정치적진보,1,1
자본주의전위주의급진주의,1,1
허영의시장,1,1
삐비꽃이아주피기전에,1,1
귀로듣는눈,1,1
신발론,1,1
꽃피는공중전화,1,1
징검돌이별자리처럼빛날때,1,1
시월의잠수함,1,1
단단한뼈,1,1
나무도마,1,1
오페라미용실,1,1
모녀의저녁식사,1,1
내친구야간대리운전사,1,1
엘리펀트맨,1,1
구름에관한몇가지오해,1,1
페루,1,1
빞피쉬,1,1
가난한가족,1,1
풀터가이스트,1,1
유빙,1,1
아버지의발화점,1,1
조련사K,1,1
나의고아원J,1,1
식탁에서,1,1
월면채굴기,1,1
가난한오늘,1,1
녹번동,1,1
이끼의시간,1,1
구멍,1,1
비틀즈의다섯번째맴버,1,1
독어,1,1
무스타파,1,1
이칸비행,1,1
자양강장제,1,1
내아버지는서울에계십니다,1,1
정원에길을묻다,1,1
호박,1,1
곤드와나,1,1
경향신문,1,1
메모리얼가든,1,1
가위,1,1
악취미들,1,1
마더,1,1
가리봉양꼬치,1,1
요요,1,1
붉은나무젓가락,1,1
열세살,1,1
너의도큐멘트,1,1
호모리터니즈,1,1
청소기로지구를구하는법,1,1
얼음의요정,1,1
개가돌아오는저녁,1,1
낯선아내,1,1
당신의자장가,1,1
미로,1,1
붉은코끼리,1,1
집시달을굽다,1,1
낚시,1,1
거짓말연습,1,1
켄타우로스의시대,1,1
삼각조르기,1,1
치킨런,1,1
흥루,1,1
거리의마술사,1,1
유품,1,1
젤리피시,1,1
무너진식탁,1,1
펑크록스타일빨대디자인에관한연구,1,1
긴손가락의시,1,1
브이,1,1
난해의장막,1,1
서정시를위한변명•1,1,1
균열과봉합의비평을넘어,1,1
서정시를쓰기힘든시대,1,1
천개의서랍:김행숙이만난시인①,1,1
시안,1,1
소설을쓰자,1,1
인터뷰,1,1
꼬마한스되기,1,1
유령－되기,1,1
가수김윤아,1,1
그리고나는죽을것이다,1,1
가죽점퍼를입은앨리스,1,1
불한당들의모험,1,1
아이스크림과늑대,1,1
피터팬과몽상가들의외출,1,1
백설공주,1,1
해피엔드,1,1
앨리스네집,1,1
변성기,1,1
몽구스와찰리브라운을위하여,1,1
1985년,1,1
생물성,1,1
따로또같이,1,1
딩아돌하,1,1
나무에게말걸가）연작,1,1
나무에게말걸기l,1,1
나무에게말걸기2,1,1
내꽃이아니다,1,1
내일을여는작가,1,1
문학과경%,1,1
휴식,1,1
취업공고판앞에서,1,1
이슬,1,1
문학사상,1,1
똥구멍으로시를읽다,1,1
똥구멍으로시를읽디,1,1
악어斯,1,1
가만히좋아하는斯,1,1
이문구소설에나타난근대성과탈식민성연구,1,1
글쓰기의이론과실제,1,1
밀꽃필무렵,1,1
여성성혹은문학적상상의원천,1,1
차이와기억의성정치학,1,1
경계에선여성문학,1,1
70년대産,1,1
공진화Go—evolution)하는연인들,1,1
목의위치,1,1
탁자의유령들,1,1
정치척인것의가장자리에서,1,1
꿈꾸듯이,1,1
앤/^1러지,1,1
문학적인삶,1,1
러브어페어,1,1
오래된이야기,1,1
가능한불가능최근시와정차논의에부쳐,1,1
혁명그대와내가벌인사랑의육박전,1,1
늙은군인의노래,1,1
창밖의여자,1,1
낙화암,1,1
게르니카,1,1
왕은죽어가다,1,1
붉은타자수,1,1
CheshireCat'sPsychoBoots_7ths시uce여왕의오럴섹스취미,1,1
입맞춤의노래,1,1
핑크트라이앵글盃소년부체스경기/門,1,1
해프닝/금빛머플러,1,1
이상한냄새를풍겼디,1,1
고백기념관,1,1
세븐탄,1,1
앨리스map으로읽는고양이匣,1,1
디스코의마지막날들,1,1
四星將軍協奏曲,1,1
어린이—행진곡,1,1
회상의회상-나는안닮고나를닮은검은나나들2,1,1
나는야亶짝,1,1
내가날잘라굽고있는밤풍경,1,1
앨리스가겪은이상한나라,1,1
나나가경험한이상한세상,1,1
모니터킨트eyelessjpg,1,1
"선인장""",1,1
애버뉴tr■잘못심겨진그와그의아내,1,1
연둥,1,1
폭우속에시간을잃다,1,1
벚꽃,1,1
올해도과꽃이피었습니디□,1,1
레몬소다와담배의심각성에관한시,1,1
피터래빗저격사건의뢰인,1,1
피터래빗,1,1
물皿**]연인,1,1
환상수족0,1,1
지느러미,1,1
사료,1,1
플러그,1,1
입안의채찍,1,1
지퍼,1,1
구름,1,1
한판굿,1,1
자동차,1,1
괴물들의난교,1,1
조카,1,1
배꽃,1,1
두개의전선,1,1
哀人一관계에대한고집,1,1
끈一이론게임,1,1
그림자밟기,1,1
clubRainbow,1,1
질마재신화,1,1
SomewhereOverTheRainbow,1,1
출가,1,1
위험한가계•1969,1,1
입속의검은잎,1,1
선데이서울비행접시,1,1
80년대약전,1,1
비평의교향악,1,1
사랑의단상,1,1
000년대문학논쟁을넘어서,1,1
280년대의한국소설독자,1,1
우리시대의독자는누구인가,1,1
세계의문학齡,1,1
극빈,1,1
소통과미吼,1,1
형상과전통z,1,1
유령-되기,1,1
CheshireCat'sPsychoBoots_7thsauce—여왕의오럴섹스취미,1,1
弟세계의문학,1,1
연하카드,1,1
우리는철새처럼만났다,1,1
콘트라베이스주자上,1,1
無言歌,1,1
리스본行야간열차亂,1,1
황혼,1,1
슬픔이나를깨운다亂,1,1
란아,1,1
여름이오고있고니,1,1
너는파랗고,1,1
내머릿속에나무하나가,1,1
헤드폰으로귀를막고,1,1
슬픔이나를깨운다,1,1
거울들,1,1
나의침울한,1,1
갇힌사람,1,1
집1,1,1
지붕위에서,1,1
고양이롤부탁해,1,1
리스官亍야간열차■,1,1
낮잠,1,1
노안,1,1
독자적인삶,1,1
나동백꽃보러간다,1,1
붉은누동백,1,1
고앙이가돌아오는저녁,1,1
코스모스,1,1
달은추억의반죽덩어리,1,1
금호강,1,1
흙은사각형의기억을갖고있다,1,1
城門밖여인숙,1,1
공작도시2,1,1
얼음의문장1,1,1
山徑에비추어말하다上,1,1
기록,1,1
고양小,1,1
고래의꿈■,1,1
숲길,1,1
종달새,1,1
나비의꿈,1,1
만년필,1,1
親和,1,1
푸른빛과싸우다2,1,1
푸른빛과싸우디,1,1
빗소리를듣는다,1,1
청춘,1,1
희색과노란색,1,1
일출,1,1
그가내얼굴을만지네,1,1
하루종일,1,1
나무로만든옛편지목독,1,1
다행이다,1,1
환각의칼날,1,1
풍경속의빈곳,1,1
미디어문회,1,1
누스페어,1,1
아수라백작,1,1
요괴인간,1,1
육백만불의사나이,1,1
미디어•:언론과표상의지정학,1,1
스파이더맨,1,1
검고불룩한TV,1,1
아우라지,1,1
거미인간의시-하오의독백,1,1
거미인간의시-새벽거미,1,1
무서운음악,1,1
우주선1,1,1
현재의시의가능한'정치적변화들,1,1
정지용문학의현대성,1,1
내영혼은오래되었으나,1,1
푸른빛과싸우다,1,1
어떻게기억해냈을까,1,1
우글우글하구나나무여,1,1
소냐,1,1
상계동비둘기,1,1
풀벌레들의작은귀롤생각함,1,1
사무원,1,1
신처용가,1,1
그는늘왼쪽에앉는다,1,1
물오리사냥,1,1
산복도로에쪽배가떴다,1,1
08번째사내,1,1
간결한배치,1,1
악어,1,1
자라,1,1
먹염바다,1,1
별모양의얼룩,1,1
선사시대앞에서그녀를기다리다,1,1
설탕은모든것을치료할수있다,1,1
내최초의말이사는부족에관한보고서,1,1
난알아요,1,1
자본주의의약속,1,1
고흐,1,1
그리스비극,1,1
농무,1,1
다시격문을쓴다,1,1
시와비평,1,1
4대강반대시위연속기획|좌담23,1,1
新바벨탑,1,1
비시적인삶들을위한편파적인노래,1,1
물구나무서서보다,1,1
남일당,1,1
미안하다시야,1,1
알쏭달쏭소녀백과사전—흰벽,1,1
외계인인터뷰,1,1
인어,1,1
QuoVadis?,1,1
착각,1,1
구름과안개의곡예사,1,1
시와정치,1,1
미학속의불만,1,1
무한히열린진정한모험의가능성,1,1
미니마모랄리아,1,1
유예된시간,1,1
다성의시학,1,1
수집가의멜랑콜리,1,1
이카로스다이달로스시시포스,1,1
꽃들은세상을버리고,1,1
탐구•1,1,1
달아나는텍스트들,1,1
시뮬라크르의칼날환유적몽타주와부정성의시학,1,1
비평과전망,1,1
서정시의해체혹은새로운서정의탐구,1,1
혼종적글쓰기혹은무중력공간의탄생,1,1
인디라는유령의시간,1,1
앓는세대의난경과난무,1,1
내력의시,1,1
시와사상,1,1
탈주체비평을◎어서야하는이유들,1,1
실천문^,1,1
혼돈을일으키는과학,1,1
말하라그대들이본것이무엇인가를,1,1
근대의종말,1,1
시의옹호,1,1
푸른밧줄,1,1
말의미학,1,1
독일비애극의원천,1,1
익명의밤,1,1
여수式문학과지성사,1,1
너무큰소리로웃지말자,1,1
씨와사상,1,1
연남동,1,1
기다리는사람,1,1
기다리는사•람,1,1
나*너#우리,1,1
나는한국인이아니다,1,1
지구만큼슬펐다고한다,1,1
입술을열면,1,1
소녀미란다좌절공작기,1,1
아동의탄생,1,1
에밀,1,1
교실이데아,1,1
국어선생님은달팽이,1,1
syzygy水,1,1
당신의이름을지어다가며칠을먹었다,1,1
우리가함께장마를볼수도있겠습니다,1,1
겨울비,1,1
보편주의와공똥체,1,1
안과밖,1,1
실재의윤리,1,1
아키라,1,1
무한의주,1,1
오이디푸스콤플렉스남자의성여자의성,1,1
고양이군의수업시대,1,1
고양이군의25시,1,1
초대장,1,1
지붕위의식사,1,1
따뜻한비닐,1,1
귀족예절론•감정의귀족주의자들에관하여,1,1
열린시학,1,1
한사람3,1,1
다정함의세계,1,1
바디우또는철학에의해다시사유되는정치,1,1
진보평론,1,1
후르츠캔디버a스,1,1
시의뉴프런티어,1,1
삼곡,1,1
속의바다,1,1
대화,1,1
가혹한분말,1,1
반조,1,1
아라베스크,1,1
고등어부인의윙크,1,1
헤드윅,1,1
나쁜교육,1,1
배꼽/데칼코마니,1,1
자아의서정시와그이후,1,1
최소theminimum-인간:모멘트moment*의탄생,1,1
고통의축체-전망도희고도아닌삶,1,1
기획좌담젊은시인들에게묻다,1,1
황병숭현상과미래파의미래,1,1
오늘의문예비평,1,1
한국문학,1,1
시를위한아포리즘-불꽃속의싸락눈,1,1
'김언이라는시론을듣다,1,1
불가능한대화들,1,1
들뢰즈와문학/프루스트와기호들,1,1
청동방패를바라보는두가지방식-이장욱과김행숙의시세계,1,1
국경奚집,1,1
너는잘못날아왔다,1,1
2천년대젊은시인들의알레고리연구,1,1
한국문예창작랭,1,1
Corrcspondances,1,1
에로디아드,1,1
잿빛노래,1,1
아끄메이즘의아침,1,1
시의이해와분석,1,1
아름답다,1,1
북치는소년,1,1
아나키스트_式,1,1
어머니가좃불로밥을지으신다,1,1
그날말이돌아오지않는다,1,1
표독한'나-너'의잔혹시극,1,1
공장굴뚝,1,1
어머니가촛불로밥을지으신다,1,1
모래,1,1
후르W캔디버스,1,1
불규칙한건물,1,1
불쑥내민손,1,1
열정,1,1
포에지,1,1
소나무관,1,1
독일낭만주의연구,1,1
모래의여자,1,1
나무딸기잼,1,1
18세,1,1
비밀,1,1
드라이아이스,1,1
측위의감각,1,1
2000년대시의유산과그상속자들,1,1
전통과개인의재능,1,1
느낌의공동체,1,1
귀신이야기2,1,1
AGlossaryofLiterary'Terms,1,1
나의전처공작부인,1,1
DramaticLyrics,1,1
로버트브라우닝시선,1,1
조금만더,1,1
오늘밤에도,1,1
철학이란무엇인가,1,1
세월,1,1
완전소중시코쿠,1,1
잘표현된불행,1,1
AnalysisofthePhenomenaoftheHumanMind,1,1
TheCambridgeIntroductiontoVictorianPoetry,1,1
테니슨과브라우닝,1,1
영미문학의길잡이1：영국문학,1,1
어떤민주주의인가,1,1
민주주의란무엇인가,1,1
뉴키즈온더블록,1,1
스스로재래식무기가된사나이,1,1
MetastasesofEnjoyment,1,1
이데올로기라는숭고한대상,1,1
방관,1,1
같은과친구들,1,1
우리시대의배후,1,1
미안의제국,1,1
2010현장비평가가뽑은올해의좋은시,1,1
체셔캣의붉은웃음과함께하는무한전쟁연대기,1,1
문학의정치,1,1
시여침을뱉어라,1,1
아포리아의제국,1,1
당신의×그것은에티카,1,1
꽃잎2,1,1
참여시의정리,1,1
김수영전집2:산문,1,1
불가사리,1,1
한밤의모터사이클,1,1
알을품은시인,1,1
두번째아이,1,1
처형극장,1,1
새와물고기를닮은남자,1,1
낙타에게,1,1
젊고어리석고가난했던,1,1
내마음의아나키,1,1
동방의서점에는,1,1
끈—이론게임,1,1
영구혁명혹은전위의온몸,1,1
밤의저편으로부터그가,1,1
생각의사이,1,1
희미한옛사랑의그림자,1,1
해방50년한국시에대한단상,1,1
문학이라는것의욕망,1,1
환상과실재의스펙트럼,1,1
가득한마음,1,1
꿈속의진혼제:진은영론,1,1
식탁,1,1
찬미들안녕,1,1
시적강도와밀도,1,1
먼나라푸른사내의아내,1,1
환상가로지르기,1,1
눈내리는거리에눈알파는소년들이들끓었다,1,1
주름과기억,1,1
某某,1,1
정지,1,1
모르는노래,1,1
가장마른사람,1,1
밀실,1,1
이방인,1,1
한사람2,1,1
마지막잎새,1,1
암실,1,1
초입,1,1
너무늦게온아이,1,1
남는것과사라지는것,1,1
보는사람,1,1
간선도로,1,1
천국의계단,1,1
스텔라미장원,1,1
나비효과,1,1
멍든자국,1,1
이중모션,1,1
왕의항아리,1,1
단지금발인여자,1,1
전환기적모색현대와탈현대의경계에서,1,1
언어학과시학,1,1
문학속의언어학,1,1
Écrits,1,1
삶으로서의은유,1,1
존재의세가지얼룩말,1,1
리타의습관,1,1
밍따오익스프레스C코스밴드의변,1,1
멀리개짖는소리들리더니,1,1
다시무정란속으로,1,1
나비잠,1,1
입구-벽화240×240㎝2000,1,1
물고기연인,1,1
열리는문:손가락사이에서흘러나온찢어진비둘기구름을쪼며질주하는잉크빛혈관,1,1
탱크로리,1,1
20031010,1,1
안개거리와빵가게사이,1,1
세상에하나뿐인수리공K의죽음,1,1
뫼비우스가사라진뫼비우스맵,1,1
비에젖은바다,1,1
初心,1,1
경계도시1,1,1
6・9작가선언,1,1
불온한상상의축제,1,1
바벨의후예들폐허를걷다,1,1
2000년대시의파토스와시적방법론,1,1
최후의후식,1,1
전체주의가어쨌다구?,1,1
불어라바람아,1,1
대물림,1,1
아버지옛집을생각하며,1,1
그녀와의마지막테니스,1,1
실향,1,1
엘리베이터안에서의도덕적이고미적인명상',1,1
휴일의평화,1,1
떠다니는말,1,1
장편소설과민중언어,1,1
텍스트사회학,1,1
이데올로기와이론,1,1
Fantasyand儿仃mesis,1,1
PsychedeHcEclipse,1,1
어느老의사의조각난거울,1,1
Edgesofillusion,1,1
매트릭스,1,1
微分-시계,1,1
Edgesofniusion,1,1
한국소설의구조와미학,1,1
시뮬라시옹,1,1
댁의엄마는안녕하십니까?,1,1
KBS개그콘서트,1,1
엄마학교다녀오겠습니다,1,1
매일매일놀러오는우리죽은아빠,1,1
김민정날으는고슴도치아가씨,1,1
라푼젤,1,1
한국인문학의서양콤플렉스,1,1
쿠키,1,1
개인이라는척도,1,1
라는자폐적이기성,1,1
잠들어거울속에서눈뜬검은나나,1,1
내안의나그지독한세계,1,1
문예중잉工,1,1
꿈에겐지가내게온다,1,1
소요유,1,1
東方Project,1,1
그리운셔벗랜드,1,1
마리오카트64,1,1
셔벗랜드글쓰기의영도,1,1
셔벗랜드,1,1
셔벗랜드，기억의오작동,1,1
동물화하는포스트모던,1,1
실재에의열정에대한열정:미래파의시와시학,1,1
문화와사회,1,1
탈냉전의시기,1,1
자연의매트릭스에갇힌서정시,1,1
제국시대의예술과문화그리고다중들의시간,1,1
자율평론22호,1,1
자력갱생의시학,1,1
기억과자연그지층속으로,1,1
자연의매트릭스와현실의사막,1,1
아방가르드의이론,1,1
아방가르드예술론,1,1
전복적인비평이란무엇인가,1,1
꽃들은세상을버리고-다른서정됼,1,1
나의우물한모던보이,1,1
감각적인것과정치적인것사이에서,1,1
역사의개념에대하여외,1,1
프랑스상홤주의자운동과90년대한국문화운동,1,1
얼굴없는노동자본주의의역습,1,1
문제는실감이다,1,1
노동시의확장,1,1
문학과창작,1,1
대한매일신문,1,1
불꽃과트임,1,1
현대시의패러디수용과존재양상,1,1
고박홍주대령,1,1
국민교육헌장,1,1
포엠포엠,1,1
소문들-성좌,1,1
구지가별곡,1,1
여자의서랍,1,1
봄날의왕림,1,1
시조세계,1,1
UFO로봇그랜다이저,1,1
러디의소통방식연구,1,1
현대문학과패러디,1,1
미학의기본개념사,1,1
조선일보,1,1
환절기의판화,1,1
아포리아숲,1,1
눈물로읽는사서함,1,1
훤부엌에서끓고있뎐붉은국을좀보아요,1,1
한여자가간다,1,1
외계시증후군,1,1
시와세계,1,1
오감도들,1,1
너무아름다운병,1,1
개복숭아나무,1,1
비가오려할때,1,1
안녕하세요투르니에,1,1
부에나비스타소설클럽,1,1
수도원,1,1
서울의밤그리고주유소,1,1
파라21,1,1
너희가서정을믿느냐,1,1
미래파―2005년젊은시인들,1,1
감정의동료들아직얼굴은갖지않은―김근황병승의시,1,1
한국시의결핍과과잉,1,1
자폐적이기성,1,1
꽃들은세상을버리고―다른서정들,1,1
시서정이진화하는현장,1,1
꽃들은세상을버리고―풍자가아니라자살이다,1,1
말할수없는것과말해야만하는것,1,1
비평의소통과미래,1,1
애지,1,1
비만한이성,1,1
현대문학의흐름과전망,1,1
한국문학과몸의시학,1,1
우리시대43인의시인에대한헌사,1,1
한국현대시의미와숭고,1,1
아무것도아니면서모든것인나,1,1
말놀이동시집1~3,1,1
회저의밤,1,1
공터의공하나,1,1
달력공장공장장님보세요,1,1
한잔의붉은거울,1,1
당신의첫,1,1
바다속의흰머리뫼,1,1
제1분,1,1
수련,1,1
손가락이뜨겁다,1,1
카프카와만나는잠의노래,1,1
시간의동공,1,1
길밖의길,1,1
거대한일상,1,1
만국의노동자여,1,1
인간의시간,1,1
길은광야의것이다,1,1
위대한식사,1,1
푸른고집,1,1
저녁6시,1,1
내몸에는달이살고있다,1,1
책바위,1,1
그때휘파람새가울었다,1,1
쪽빛문장,1,1
느리게산다는것의의미,1,1
물은천개의눈동자를가졌다,1,1
붉디붉은호랑이,1,1
저녁마다거울이되는금광저수지,1,1
풀잎에도상처가있다,1,1
이짧은시간동특집연속기획|이형권133안,1,1
포옹,1,1
외로우니까사람이다,1,1
제국호텔,1,1
산책시편,1,1
네가밟고가는바다,1,1
허공이키우는나무,1,1
강남역,1,1
현대시와비평정신,1,1
타자들에움길에서다,1,1
한국시의현대성과탈식민성,1,1
2000년대시는무엇이었는가,1,1
미래파:2005년젊은시인들,1,1
목소리는어떻게출현하는가?,1,1
86학번황사학과,1,1
상처적체질,1,1
늑대는눈알부터자란다,1,1
미분—아버지,1,1
오감도시제14호,1,1
사성장군협주곡,1,1
무서운해체의순간나는낡은사물,1,1
슬램성장기,1,1
소년파르티잔행동지침,1,1
절망,1,1
은밀한생,1,1
푸른하늘을,1,1
쌀자루,1,1
어깨위로떨어지는편지,1,1
해변의얼굴,1,1
스키조와아나키,1,1
결정,1,1
아버지란무엇인가,1,1
명암,1,1
명랑하라팜파탈,1,1
슬픔의진화,1,1
소녀고양이군을만나다,1,1
신동아,1,1
위클리경향,1,1
장석주시인의인문학산책,1,1
이별의재구성,1,1
